"relative_path","sha256","size_bytes"
"training_run_records/cnn_lstm_bce_f34_w128/model_config.json","1cdf1465437009530d8d71da83ddf79c90cb9725e3fe5a63012f277ef00de4bf","457"
"training_run_records/cnn_lstm_bce_f34_w128/model_summary.txt","eb4fba76d34eab372b66ebf3a9998de649d4d720f1ead6447ff067799f8ca152","2471"
"training_run_records/cnn_lstm_bce_f34_w128/prediction_runtime.json","d95a6b884df09837a94cc1a0f046e81e26ecfbbaf3cf5b596a1c869ea1e2b986","199"
"training_run_records/cnn_lstm_bce_f34_w128/runtime.json","73afef625b654d4b2ad929a2e062c8ce9e960a6d03f8cb61b402a9780ee55b3b","72"
"training_run_records/cnn_lstm_bce_f34_w128/training_history.csv","cea9e93c1c869c2f0f79a2762a5c72d1dd44daf944b46b5e070b13d14bc67dc3","1326"
"training_run_records/cnn_lstm_bce_f34_w32/model_config.json","c73703f61b20f0fc10a681584887154c5dc3a20cf11b2decdb5043abec2d09f9","457"
"training_run_records/cnn_lstm_bce_f34_w32/model_summary.txt","5863fa344b556f8b58c85fc0fa7c795a54ca415234ff5fe010e7a20514f4732f","2471"
"training_run_records/cnn_lstm_bce_f34_w32/prediction_runtime.json","a5932504e60f0a5f11af28b8c1dc1fa50a16ceb944ebece5a6353886ab0119f2","200"
"training_run_records/cnn_lstm_bce_f34_w32/runtime.json","9cb49de234c63e3383dba229042e38e1d956307a10eca7a354fa8863c4bbd288","72"
"training_run_records/cnn_lstm_bce_f34_w32/training_history.csv","6d454f09b4c8a2adf2695d9409b5e550edc7cabb4c16904afad10fa6e0c76e5a","1340"
"training_run_records/cnn_lstm_bce_f34_w64/model_config.json","88e5662f9b64379225afd89a1448ea5ecb6b6b2fcf3aeb1523288d6119eecde5","457"
"training_run_records/cnn_lstm_bce_f34_w64/model_summary.txt","de97a050b9d110867aeb11c4e2841ae8b907f2ad58e4e1a63e22f301dd9c10db","2471"
"training_run_records/cnn_lstm_bce_f34_w64/prediction_runtime.json","9bc15c221370627914bfd6aab4ed234e96ba730b383fa2dfd2d92bd57d42016f","199"
"training_run_records/cnn_lstm_bce_f34_w64/runtime.json","9c4f38b92b9092d41e803a7f73a209141b8ef88b5a5eeed03fab44ee56b12a93","72"
"training_run_records/cnn_lstm_bce_f34_w64/training_history.csv","318acffae044ca8d69be141c01de2f6b03dec510cb288758a098782201568273","1343"
"validation_selection_audit/saocp_validation_grid_macro.csv","82e1bd8f5d3524260cf7d57215ebee4e661a5100948e0eb4cb76273f4e96ee68","13714"
"validation_selection_audit/saocp_validation_grid_per_model.csv","b0299420e4720a42a911457eab1ae5e53337fcefb6e2941be8595d735076aca2","83892"
"validation_selection_audit/selected_static_thresholds_validation_only.csv","97ac7d9c796610e5c150db465b3555a470cfd16ba4256f0fb9474debb8c92a3d","2505"
"validation_selection_audit/static_validation_grid.csv","f224ce9d122c73ef70f32ddb0853d3cfeb21c841948bf605face86a05c1a37b6","70197"
"validation_selection_audit/validation_event_matching.csv","a5494f24c82cb6e0b5524be1d1d9474853c973a369a2a3c38477e8bedda1d492","39171"
"validation_selection_audit/validation_input_hashes.csv","c5e072dd392f9016d1c76e0bd6162b5348f9931868222b8afb8be9fd7c4a2264","3019"
"validation_selection_audit/validation_output_hashes.csv","329f3279cfcd1a2065dba4269f494a147c6df3cda35e2a9e8605388503a78d0f","2952"
"validation_selection_audit/validation_selected_metrics.csv","f77cb07e4483ee14e671c00faecb5b174598558c0b205bb9077195d44011fcd2","6086"
"validation_selection_audit/VALIDATION_SELECTION_COMPLETE.json","7fa01bb29266c27f7ebfe430ed053734f906d4a101fa031bdf14751943e7721a","2734"
"validation_selection_audit/validation_threshold_blocks.csv","c81ab023f5834d931f1b1269eb11bd00ddc22613f7c7cb4208910fa11c29d9ac","1458646"
